Date,Sun,Mercury,Venus,Mars,Jupiter,Saturn,MeanNode,SouthNode
4/23/2016 0:00,9.2848,28.0693,357.3574,224.7282,139.6855,231.7633,145.6374,325.6374
4/23/2016 12:00,9.7719,28.3303,357.9737,224.6925,139.6608,231.741,145.6109,325.6109
4/24/2016 0:00,10.2589,28.567,358.5899,224.6537,139.6369,231.7184,145.5844,325.5844
4/24/2016 12:00,10.7458,28.7794,359.2061,224.6117,139.6137,231.6955,145.5579,325.5579
4/25/2016 0:00,11.2325,28.9675,359.8222,224.5666,139.5912,231.6723,145.5314,325.5314
4/25/2016 12:00,11.7191,29.1313,0.4384,224.5182,139.5695,231.6487,145.505,325.505
4/26/2016 0:00,12.2056,29.271,1.0545,224.4667,139.5485,231.6248,145.4785,325.4785
4/26/2016 12:00,12.692,29.3866,1.6706,224.412,139.5283,231.6006,145.452,325.452
4/27/2016 0:00,13.1783,29.4784,2.2867,224.3541,139.5088,231.5761,145.4255,325.4255
4/27/2016 12:00,13.6645,29.5465,2.9027,224.293,139.49,231.5513,145.399,325.399
4/28/2016 0:00,14.1506,29.5912,3.5187,224.2287,139.4721,231.5262,145.3725,325.3725
4/28/2016 12:00,14.6365,29.6127,4.1347,224.1613,139.4548,231.5007,145.346,325.346
4/29/2016 0:00,15.1224,29.6115,4.7507,224.0906,139.4383,231.475,145.3195,325.3195
4/29/2016 12:00,15.6081,29.5878,5.3667,224.0168,139.4226,231.449,145.2931,325.2931
4/30/2016 0:00,16.0937,29.5421,5.9826,223.9398,139.4076,231.4226,145.2666,325.2666
4/30/2016 12:00,16.5793,29.475,6.5985,223.8597,139.3934,231.396,145.2401,325.2401
5/1/2016 0:00,17.0647,29.3869,7.2144,223.7764,139.3799,231.3691,145.2136,325.2136
5/1/2016 12:00,17.55,29.2785,7.8302,223.6899,139.3672,231.3419,145.1871,325.1871
5/2/2016 0:00,18.0352,29.1505,8.4461,223.6004,139.3552,231.3144,145.1606,325.1606
5/2/2016 12:00,18.5203,29.0036,9.0619,223.5078,139.344,231.2866,145.1341,325.1341
5/3/2016 0:00,19.0053,28.8386,9.6777,223.4121,139.3336,231.2585,145.1076,325.1076
5/3/2016 12:00,19.4902,28.6563,10.2934,223.3133,139.3239,231.2302,145.0811,325.0811
5/4/2016 0:00,19.975,28.4577,10.9092,223.2116,139.315,231.2016,145.0545,325.0545
5/4/2016 12:00,20.4597,28.2438,11.5249,223.1068,139.3069,231.1727,145.028,325.028
5/5/2016 0:00,20.9443,28.0155,12.1406,222.9991,139.2995,231.1436,145.0015,325.0015
5/5/2016 12:00,21.4288,27.774,12.7563,222.8885,139.2929,231.1142,144.975,324.975
5/6/2016 0:00,21.9132,27.5204,13.3719,222.775,139.2871,231.0846,144.9485,324.9485
5/6/2016 12:00,22.3974,27.2559,13.9875,222.6587,139.282,231.0547,144.922,324.922
5/7/2016 0:00,22.8816,26.9818,14.6031,222.5396,139.2777,231.0245,144.8955,324.8955
5/7/2016 12:00,23.3656,26.6992,15.2187,222.4177,139.2742,230.9942,144.869,324.869
5/8/2016 0:00,23.8496,26.4094,15.8342,222.2932,139.2715,230.9636,144.8426,324.8426
5/8/2016 12:00,24.3334,26.1139,16.4497,222.166,139.2695,230.9327,144.8161,324.8161
5/9/2016 0:00,24.8171,25.8139,17.0652,222.0362,139.2684,230.9017,144.7896,324.7896
5/9/2016 12:00,25.3007,25.5108,17.6806,221.9039,139.2679,230.8704,144.7631,324.7631
5/10/2016 0:00,25.7841,25.206,18.296,221.7691,139.2683,230.8389,144.7366,324.7366
5/10/2016 12:00,26.2674,24.9007,18.9114,221.6319,139.2694,230.8071,144.7102,324.7102
5/11/2016 0:00,26.7506,24.5963,19.5267,221.4923,139.2713,230.7752,144.6837,324.6837
5/11/2016 12:00,27.2337,24.2942,20.142,221.3504,139.2739,230.743,144.6572,324.6572
5/12/2016 0:00,27.7166,23.9957,20.7572,221.2063,139.2773,230.7107,144.6307,324.6307
5/12/2016 12:00,28.1994,23.702,21.3724,221.06,139.2815,230.6781,144.6042,324.6042
5/13/2016 0:00,28.6821,23.4144,21.9876,220.9117,139.2864,230.6453,144.5777,324.5777
5/13/2016 12:00,29.1647,23.134,22.6027,220.7612,139.2921,230.6124,144.5512,324.5512
5/14/2016 0:00,29.6471,22.862,23.2178,220.6089,139.2985,230.5792,144.5247,324.5247
5/14/2016 12:00,30.1294,22.5996,23.8328,220.4546,139.3057,230.5459,144.4982,324.4982
5/15/2016 0:00,30.6115,22.3477,24.4478,220.2985,139.3137,230.5124,144.4717,324.4717
5/15/2016 12:00,31.0936,22.1073,25.0628,220.1406,139.3223,230.4787,144.4452,324.4452
5/16/2016 0:00,31.5755,21.8794,25.6778,219.9811,139.3318,230.4448,144.4187,324.4187
5/16/2016 12:00,32.0573,21.6647,26.2927,219.82,139.342,230.4108,144.3922,324.3922
5/17/2016 0:00,32.539,21.4642,26.9075,219.6574,139.3529,230.3766,144.3657,324.3657
