Date,Sun,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto,Mean Node,South Node
Jan 1 2022 0:00 am,280.5291,298.183,293.2948,253.0992,330.546,311.9028,40.9527,350.6691,295.9346,59.5306,239.5306
Jan 1 2022 4:00 am,280.699,298.4197,293.2133,253.2177,330.5786,311.9208,40.9502,350.672,295.9399,59.5218,239.5218
Jan 1 2022 8:00 am,280.869,298.6555,293.1311,253.3362,330.6112,311.9389,40.9478,350.6749,295.9453,59.513,239.513
Jan 1 2022 12:00 pm,281.0389,298.8903,293.0481,253.4548,330.6439,311.957,40.9453,350.6778,295.9507,59.5042,239.5042
Jan 1 2022 4:00 pm,281.2089,299.1241,292.9643,253.5733,330.6766,311.9751,40.9429,350.6808,295.956,59.4954,239.4954
Jan 1 2022 8:00 pm,281.3788,299.3568,292.8798,253.6919,330.7094,311.9932,40.9405,350.6837,295.9614,59.4866,239.4866
Jan 2 2022 0:00 am,281.5488,299.5884,292.7945,253.8105,330.7422,312.0114,40.9381,350.6867,295.9668,59.4777,239.4777
Jan 2 2022 4:00 am,281.7187,299.8189,292.7084,253.9291,330.775,312.0295,40.9358,350.6896,295.9722,59.4689,239.4689
Jan 2 2022 8:00 am,281.8887,300.0482,292.6216,254.0477,330.8079,312.0477,40.9334,350.6926,295.9775,59.4601,239.4601
Jan 2 2022 12:00 pm,282.0586,300.2763,292.5341,254.1663,330.8409,312.0659,40.9311,350.6956,295.9829,59.4513,239.4513
Jan 2 2022 4:00 pm,282.2286,300.5032,292.446,254.285,330.8739,312.0841,40.9288,350.6987,295.9883,59.4425,239.4425
Jan 2 2022 8:00 pm,282.3985,300.7288,292.3571,254.4037,330.9069,312.1023,40.9266,350.7017,295.9937,59.4337,239.4337
Jan 3 2022 0:00 am,282.5685,300.9531,292.2675,254.5223,330.9399,312.1206,40.9243,350.7047,295.9991,59.4248,239.4248
Jan 3 2022 4:00 am,282.7384,301.1761,292.1773,254.6411,330.973,312.1388,40.9221,350.7078,296.0045,59.416,239.416
Jan 3 2022 8:00 am,282.9084,301.3977,292.0865,254.7598,331.0062,312.1571,40.9199,350.7109,296.0099,59.4072,239.4072
Jan 3 2022 12:00 pm,283.0783,301.6179,291.995,254.8785,331.0394,312.1754,40.9178,350.714,296.0153,59.3984,239.3984
Jan 3 2022 4:00 pm,283.2483,301.8366,291.903,254.9973,331.0726,312.1937,40.9156,350.7171,296.0207,59.3896,239.3896
Jan 3 2022 8:00 pm,283.4182,302.0538,291.8103,255.116,331.1059,312.2121,40.9135,350.7202,296.0261,59.3808,239.3808
Jan 4 2022 0:00 am,283.5882,302.2695,291.7171,255.2348,331.1392,312.2304,40.9114,350.7233,296.0315,59.3719,239.3719
Jan 4 2022 4:00 am,283.7581,302.4836,291.6233,255.3536,331.1726,312.2488,40.9093,350.7265,296.0369,59.3631,239.3631
Jan 4 2022 8:00 am,283.9281,302.6961,291.5289,255.4725,331.2059,312.2672,40.9072,350.7296,296.0424,59.3543,239.3543
Jan 4 2022 12:00 pm,284.098,302.9069,291.4341,255.5913,331.2394,312.2856,40.9052,350.7328,296.0478,59.3455,239.3455
Jan 4 2022 4:00 pm,284.268,303.1159,291.3387,255.7101,331.2728,312.304,40.9032,350.736,296.0532,59.3367,239.3367
Jan 4 2022 8:00 pm,284.4379,303.3232,291.2428,255.829,331.3064,312.3224,40.9012,350.7392,296.0586,59.3278,239.3278
Jan 5 2022 0:00 am,284.6078,303.5288,291.1465,255.9479,331.3399,312.3409,40.8992,350.7424,296.064,59.319,239.319
Jan 5 2022 4:00 am,284.7778,303.7324,291.0496,256.0668,331.3735,312.3593,40.8973,350.7456,296.0695,59.3102,239.3102
Jan 5 2022 8:00 am,284.9477,303.9341,290.9524,256.1857,331.4071,312.3778,40.8954,350.7489,296.0749,59.3014,239.3014
Jan 5 2022 12:00 pm,285.1176,304.1339,290.8547,256.3047,331.4408,312.3963,40.8935,350.7521,296.0803,59.2926,239.2926
Jan 5 2022 4:00 pm,285.2876,304.3317,290.7567,256.4236,331.4745,312.4148,40.8916,350.7554,296.0857,59.2837,239.2837
Jan 5 2022 8:00 pm,285.4575,304.5274,290.6582,256.5426,331.5083,312.4334,40.8897,350.7587,296.0912,59.2749,239.2749
Jan 6 2022 0:00 am,285.6274,304.721,290.5594,256.6616,331.5421,312.4519,40.8879,350.762,296.0966,59.2661,239.2661
Jan 6 2022 4:00 am,285.7973,304.9124,290.4602,256.7806,331.5759,312.4705,40.8861,350.7653,296.102,59.2573,239.2573
Jan 6 2022 8:00 am,285.9672,305.1016,290.3607,256.8996,331.6097,312.489,40.8843,350.7686,296.1075,59.2484,239.2484
Jan 6 2022 12:00 pm,286.1372,305.2886,290.2609,257.0186,331.6436,312.5076,40.8825,350.772,296.1129,59.2396,239.2396
Jan 6 2022 4:00 pm,286.3071,305.4732,290.1608,257.1376,331.6776,312.5262,40.8808,350.7753,296.1184,59.2308,239.2308
Jan 6 2022 8:00 pm,286.477,305.6554,290.0604,257.2567,331.7116,312.5449,40.8791,350.7787,296.1238,59.2219,239.2219
Jan 7 2022 0:00 am,286.6469,305.8352,289.9597,257.3758,331.7456,312.5635,40.8774,350.7821,296.1292,59.2131,239.2131
Jan 7 2022 4:00 am,286.8168,306.0124,289.8588,257.4949,331.7796,312.5822,40.8757,350.7855,296.1347,59.2043,239.2043
Jan 7 2022 8:00 am,286.9867,306.1871,289.7577,257.614,331.8137,312.6008,40.8741,350.7889,296.1401,59.1955,239.1955
Jan 7 2022 12:00 pm,287.1566,306.3592,289.6564,257.7331,331.8479,312.6195,40.8724,350.7923,296.1456,59.1866,239.1866
Jan 7 2022 4:00 pm,287.3265,306.5285,289.555,257.8523,331.882,312.6382,40.8708,350.7957,296.151,59.1778,239.1778
Jan 7 2022 8:00 pm,287.4964,306.6952,289.4533,257.9714,331.9162,312.6569,40.8693,350.7992,296.1565,59.169,239.169
Jan 8 2022 0:00 am,287.6663,306.859,289.3516,258.0906,331.9505,312.6756,40.8677,350.8026,296.1619,59.1602,239.1602
Jan 8 2022 4:00 am,287.8361,307.0199,289.2497,258.2098,331.9848,312.6944,40.8662,350.8061,296.1674,59.1513,239.1513
Jan 8 2022 8:00 am,288.006,307.1779,289.1477,258.329,332.0191,312.7131,40.8647,350.8096,296.1729,59.1425,239.1425
Jan 8 2022 12:00 pm,288.1759,307.3329,289.0456,258.4482,332.0534,312.7319,40.8632,350.8131,296.1783,59.1337,239.1337
Jan 8 2022 4:00 pm,288.3458,307.4848,288.9435,258.5675,332.0878,312.7507,40.8617,350.8166,296.1838,59.1248,239.1248
Jan 8 2022 8:00 pm,288.5156,307.6335,288.8413,258.6867,332.1223,312.7695,40.8603,350.8201,296.1892,59.116,239.116
Jan 9 2022 0:00 am,288.6855,307.7791,288.7392,258.806,332.1567,312.7883,40.8589,350.8237,296.1947,59.1072,239.1072
Jan 9 2022 4:00 am,288.8554,307.9214,288.637,258.9253,332.1912,312.8071,40.8575,350.8272,296.2002,59.0984,239.0984
Jan 9 2022 8:00 am,289.0252,308.0603,288.5348,259.0446,332.2258,312.826,40.8561,350.8308,296.2057,59.0895,239.0895
Jan 9 2022 12:00 pm,289.1951,308.1959,288.4327,259.1639,332.2604,312.8448,40.8548,350.8344,296.2111,59.0807,239.0807
Jan 9 2022 4:00 pm,289.3649,308.3279,288.3306,259.2833,332.295,312.8637,40.8535,350.838,296.2166,59.0719,239.0719
Jan 9 2022 8:00 pm,289.5348,308.4564,288.2286,259.4026,332.3296,312.8826,40.8522,350.8416,296.2221,59.063,239.063
Jan 10 2022 0:00 am,289.7046,308.5813,288.1268,259.522,332.3643,312.9015,40.8509,350.8452,296.2275,59.0542,239.0542
Jan 10 2022 4:00 am,289.8744,308.7025,288.025,259.6414,332.399,312.9204,40.8497,350.8488,296.233,59.0454,239.0454
Jan 10 2022 8:00 am,290.0443,308.8199,287.9234,259.7608,332.4338,312.9393,40.8485,350.8525,296.2385,59.0366,239.0366
Jan 10 2022 12:00 pm,290.2141,308.9335,287.8219,259.8802,332.4686,312.9583,40.8473,350.8562,296.244,59.0277,239.0277
Jan 10 2022 4:00 pm,290.3839,309.0432,287.7206,259.9997,332.5034,312.9772,40.8461,350.8598,296.2495,59.0189,239.0189
Jan 10 2022 8:00 pm,290.5538,309.149,287.6196,260.1191,332.5383,312.9962,40.845,350.8635,296.2549,59.0101,239.0101
Jan 11 2022 0:00 am,290.7236,309.2507,287.5187,260.2386,332.5732,313.0152,40.8438,350.8672,296.2604,59.0012,239.0012
Jan 11 2022 4:00 am,290.8934,309.3483,287.4181,260.3581,332.6081,313.0342,40.8427,350.871,296.2659,58.9924,238.9924
Jan 11 2022 8:00 am,291.0632,309.4417,287.3177,260.4776,332.6431,313.0532,40.8417,350.8747,296.2714,58.9836,238.9836
Jan 11 2022 12:00 pm,291.233,309.5308,287.2176,260.5972,332.6781,313.0722,40.8406,350.8784,296.2769,58.9748,238.9748
Jan 11 2022 4:00 pm,291.4028,309.6157,287.1178,260.7167,332.7131,313.0913,40.8396,350.8822,296.2824,58.9659,238.9659
Jan 11 2022 8:00 pm,291.5726,309.6962,287.0184,260.8363,332.7482,313.1103,40.8386,350.886,296.2879,58.9571,238.9571
Jan 12 2022 0:00 am,291.7424,309.7722,286.9192,260.9558,332.7833,313.1294,40.8376,350.8898,296.2934,58.9483,238.9483
Jan 12 2022 4:00 am,291.9122,309.8437,286.8204,261.0754,332.8185,313.1484,40.8367,350.8936,296.2989,58.9395,238.9395
Jan 12 2022 8:00 am,292.082,309.9106,286.722,261.195,332.8536,313.1675,40.8357,350.8974,296.3044,58.9306,238.9306
Jan 12 2022 12:00 pm,292.2518,309.9729,286.624,261.3147,332.8888,313.1866,40.8348,350.9012,296.3099,58.9218,238.9218
Jan 12 2022 4:00 pm,292.4215,310.0305,286.5264,261.4343,332.9241,313.2058,40.834,350.905,296.3154,58.913,238.913
Jan 12 2022 8:00 pm,292.5913,310.0834,286.4292,261.554,332.9594,313.2249,40.8331,350.9089,296.3209,58.9042,238.9042
Jan 13 2022 0:00 am,292.7611,310.1314,286.3325,261.6737,332.9947,313.244,40.8323,350.9128,296.3264,58.8954,238.8954
Jan 13 2022 4:00 am,292.9309,310.1745,286.2362,261.7934,333.03,313.2632,40.8315,350.9166,296.3319,58.8865,238.8865
Jan 13 2022 8:00 am,293.1006,310.2127,286.1405,261.9131,333.0654,313.2823,40.8307,350.9205,296.3374,58.8777,238.8777
Jan 13 2022 12:00 pm,293.2704,310.2459,286.0452,262.0328,333.1008,313.3015,40.8299,350.9244,296.3429,58.8689,238.8689
Jan 13 2022 4:00 pm,293.4401,310.274,285.9504,262.1526,333.1363,313.3207,40.8292,350.9283,296.3484,58.8601,238.8601
Jan 13 2022 8:00 pm,293.6099,310.2971,285.8562,262.2723,333.1718,313.3399,40.8285,350.9323,296.3539,58.8512,238.8512
Jan 14 2022 0:00 am,293.7796,310.315,285.7625,262.3921,333.2073,313.3591,40.8278,350.9362,296.3594,58.8424,238.8424
Jan 14 2022 4:00 am,293.9494,310.3277,285.6694,262.5119,333.2428,313.3783,40.8271,350.9402,296.3649,58.8336,238.8336
Jan 14 2022 8:00 am,294.1191,310.3352,285.5769,262.6317,333.2784,313.3976,40.8265,350.9442,296.3704,58.8248,238.8248
Jan 14 2022 12:00 pm,294.2889,310.3374,285.485,262.7516,333.314,313.4168,40.8259,350.9481,296.3759,58.816,238.816
Jan 14 2022 4:00 pm,294.4586,310.3344,285.3937,262.8714,333.3497,313.4361,40.8253,350.9521,296.3814,58.8071,238.8071
Jan 14 2022 8:00 pm,294.6283,310.326,285.3031,262.9913,333.3853,313.4553,40.8247,350.9561,296.3869,58.7983,238.7983
Jan 15 2022 0:00 am,294.798,310.3122,285.2131,263.1112,333.4211,313.4746,40.8242,350.9602,296.3924,58.7895,238.7895
Jan 15 2022 4:00 am,294.9678,310.293,285.1238,263.2311,333.4568,313.4939,40.8237,350.9642,296.3979,58.7807,238.7807
Jan 15 2022 8:00 am,295.1375,310.2684,285.0351,263.351,333.4926,313.5132,40.8232,350.9682,296.4035,58.7719,238.7719
Jan 15 2022 12:00 pm,295.3072,310.2384,284.9472,263.471,333.5284,313.5325,40.8227,350.9723,296.409,58.763,238.763
Jan 15 2022 4:00 pm,295.4769,310.203,284.8599,263.5909,333.5642,313.5519,40.8223,350.9764,296.4145,58.7542,238.7542
Jan 15 2022 8:00 pm,295.6466,310.1621,284.7735,263.7109,333.6001,313.5712,40.8219,350.9805,296.42,58.7454,238.7454
Jan 16 2022 0:00 am,295.8163,310.1157,284.6877,263.8309,333.636,313.5906,40.8215,350.9846,296.4255,58.7366,238.7366
Jan 16 2022 4:00 am,295.986,310.0639,284.6027,263.9509,333.6719,313.6099,40.8211,350.9887,296.431,58.7278,238.7278
Jan 16 2022 8:00 am,296.1557,310.0066,284.5185,264.0709,333.7079,313.6293,40.8208,350.9928,296.4365,58.7189,238.7189
Jan 16 2022 12:00 pm,296.3253,309.9439,284.4351,264.191,333.7439,313.6487,40.8204,350.9969,296.442,58.7101,238.7101
Jan 16 2022 4:00 pm,296.495,309.8757,284.3524,264.311,333.7799,313.668,40.8201,351.0011,296.4475,58.7013,238.7013
Jan 16 2022 8:00 pm,296.6647,309.8021,284.2706,264.4311,333.816,313.6874,40.8199,351.0052,296.453,58.6925,238.6925
Jan 17 2022 0:00 am,296.8344,309.7231,284.1896,264.5512,333.8521,313.7069,40.8196,351.0094,296.4585,58.6837,238.6837
Jan 17 2022 4:00 am,297.004,309.6387,284.1095,264.6713,333.8882,313.7263,40.8194,351.0136,296.464,58.6748,238.6748
Jan 17 2022 8:00 am,297.1737,309.549,284.0302,264.7915,333.9243,313.7457,40.8192,351.0178,296.4695,58.666,238.666
Jan 17 2022 12:00 pm,297.3434,309.454,283.9518,264.9116,333.9605,313.7651,40.819,351.022,296.475,58.6572,238.6572
Jan 17 2022 4:00 pm,297.513,309.3538,283.8742,265.0318,333.9967,313.7846,40.8189,351.0262,296.4805,58.6484,238.6484
Jan 17 2022 8:00 pm,297.6827,309.2484,283.7976,265.1519,334.0329,313.8041,40.8187,351.0304,296.486,58.6396,238.6396
Jan 18 2022 0:00 am,297.8523,309.1378,283.7218,265.2721,334.0692,313.8235,40.8186,351.0347,296.4916,58.6307,238.6307
Jan 18 2022 4:00 am,298.0219,309.0222,283.647,265.3924,334.1055,313.843,40.8185,351.0389,296.4971,58.6219,238.6219
Jan 18 2022 8:00 am,298.1916,308.9015,283.5731,265.5126,334.1418,313.8625,40.8185,351.0432,296.5026,58.6131,238.6131
Jan 18 2022 12:00 pm,298.3612,308.7759,283.5001,265.6328,334.1782,313.882,40.8185,351.0475,296.5081,58.6043,238.6043
Jan 18 2022 4:00 pm,298.5308,308.6455,283.4281,265.7531,334.2146,313.9015,40.8185,351.0518,296.5136,58.5954,238.5954
Jan 18 2022 8:00 pm,298.7005,308.5103,283.357,265.8734,334.251,313.921,40.8185,351.0561,296.5191,58.5866,238.5866
Jan 19 2022 0:00 am,298.8701,308.3704,283.2869,265.9937,334.2874,313.9405,40.8185,351.0604,296.5246,58.5778,238.5778
Jan 19 2022 4:00 am,299.0397,308.2259,283.2178,266.114,334.3239,313.9601,40.8186,351.0647,296.5301,58.569,238.569
Jan 19 2022 8:00 am,299.2093,308.0769,283.1496,266.2344,334.3604,313.9796,40.8187,351.0691,296.5356,58.5602,238.5602
Jan 19 2022 12:00 pm,299.3789,307.9236,283.0825,266.3547,334.3969,313.9991,40.8188,351.0734,296.5411,58.5513,238.5513
Jan 19 2022 4:00 pm,299.5485,307.766,283.0163,266.4751,334.4335,314.0187,40.8189,351.0778,296.5466,58.5425,238.5425
Jan 19 2022 8:00 pm,299.7181,307.6043,282.9512,266.5955,334.4701,314.0383,40.8191,351.0821,296.5521,58.5337,238.5337
Jan 20 2022 0:00 am,299.8877,307.4386,282.8871,266.7159,334.5067,314.0578,40.8192,351.0865,296.5576,58.5249,238.5249
Jan 20 2022 4:00 am,300.0573,307.269,282.824,266.8363,334.5433,314.0774,40.8195,351.0909,296.5631,58.516,238.516
Jan 20 2022 8:00 am,300.2269,307.0957,282.762,266.9568,334.58,314.097,40.8197,351.0953,296.5686,58.5072,238.5072
Jan 20 2022 12:00 pm,300.3965,306.9188,282.701,267.0772,334.6167,314.1166,40.8199,351.0997,296.5741,58.4984,238.4984
Jan 20 2022 4:00 pm,300.566,306.7384,282.641,267.1977,334.6535,314.1362,40.8202,351.1042,296.5796,58.4896,238.4896
Jan 20 2022 8:00 pm,300.7356,306.5547,282.5821,267.3182,334.6902,314.1558,40.8205,351.1086,296.5851,58.4807,238.4807
Jan 21 2022 0:00 am,300.9052,306.3678,282.5243,267.4387,334.727,314.1755,40.8208,351.1131,296.5906,58.4719,238.4719
Jan 21 2022 4:00 am,301.0747,306.178,282.4676,267.5592,334.7638,314.1951,40.8212,351.1175,296.5961,58.4631,238.4631
Jan 21 2022 8:00 am,301.2443,305.9853,282.4119,267.6798,334.8006,314.2147,40.8216,351.122,296.6016,58.4542,238.4542
Jan 21 2022 12:00 pm,301.4139,305.79,282.3573,267.8003,334.8375,314.2344,40.822,351.1265,296.6071,58.4454,238.4454
Jan 21 2022 4:00 pm,301.5834,305.5921,282.3039,267.9209,334.8744,314.254,40.8224,351.131,296.6125,58.4366,238.4366
Jan 21 2022 8:00 pm,301.753,305.3919,282.2515,268.0415,334.9113,314.2737,40.8228,351.1355,296.618,58.4278,238.4278
Jan 22 2022 0:00 am,301.9225,305.1896,282.2002,268.1621,334.9483,314.2933,40.8233,351.14,296.6235,58.4189,238.4189
Jan 22 2022 4:00 am,302.092,304.9853,282.15,268.2828,334.9853,314.313,40.8238,351.1445,296.629,58.4101,238.4101
Jan 22 2022 8:00 am,302.2616,304.7792,282.101,268.4034,335.0223,314.3327,40.8243,351.1491,296.6345,58.4013,238.4013
Jan 22 2022 12:00 pm,302.4311,304.5715,282.053,268.5241,335.0593,314.3524,40.8249,351.1536,296.64,58.3924,238.3924
Jan 22 2022 4:00 pm,302.6006,304.3623,282.0062,268.6448,335.0963,314.3721,40.8254,351.1582,296.6455,58.3836,238.3836
Jan 22 2022 8:00 pm,302.7702,304.1519,281.9605,268.7655,335.1334,314.3918,40.826,351.1628,296.6509,58.3748,238.3748
Jan 23 2022 0:00 am,302.9397,303.9403,281.9159,268.8862,335.1705,314.4115,40.8266,351.1674,296.6564,58.366,238.366
Jan 23 2022 4:00 am,303.1092,303.7279,281.8725,269.0069,335.2077,314.4312,40.8273,351.172,296.6619,58.3571,238.3571
Jan 23 2022 8:00 am,303.2787,303.5148,281.8302,269.1277,335.2448,314.451,40.8279,351.1766,296.6674,58.3483,238.3483
Jan 23 2022 12:00 pm,303.4482,303.3012,281.7891,269.2485,335.282,314.4707,40.8286,351.1812,296.6728,58.3395,238.3395
Jan 23 2022 4:00 pm,303.6177,303.0872,281.749,269.3693,335.3192,314.4904,40.8294,351.1858,296.6783,58.3306,238.3306
Jan 23 2022 8:00 pm,303.7872,302.8731,281.7102,269.4901,335.3565,314.5102,40.8301,351.1905,296.6838,58.3218,238.3218
Jan 24 2022 0:00 am,303.9567,302.6589,281.6725,269.6109,335.3938,314.5299,40.8309,351.1951,296.6892,58.313,238.313
Jan 24 2022 4:00 am,304.1262,302.445,281.6359,269.7317,335.4311,314.5497,40.8316,351.1998,296.6947,58.3041,238.3041
Jan 24 2022 8:00 am,304.2957,302.2314,281.6005,269.8526,335.4684,314.5695,40.8324,351.2044,296.7002,58.2953,238.2953
Jan 24 2022 12:00 pm,304.4652,302.0184,281.5662,269.9735,335.5057,314.5892,40.8333,351.2091,296.7056,58.2865,238.2865
Jan 24 2022 4:00 pm,304.6347,301.8061,281.5331,270.0944,335.5431,314.609,40.8341,351.2138,296.7111,58.2777,238.2777
Jan 24 2022 8:00 pm,304.8042,301.5947,281.5012,270.2153,335.5805,314.6288,40.835,351.2185,296.7166,58.2688,238.2688
Jan 25 2022 0:00 am,304.9737,301.3843,281.4704,270.3362,335.6179,314.6486,40.8359,351.2233,296.722,58.26,238.26
Jan 25 2022 4:00 am,305.1432,301.1751,281.4408,270.4572,335.6554,314.6684,40.8369,351.228,296.7275,58.2512,238.2512
Jan 25 2022 8:00 am,305.3126,300.9673,281.4124,270.5782,335.6929,314.6882,40.8378,351.2327,296.7329,58.2423,238.2423
Jan 25 2022 12:00 pm,305.4821,300.7611,281.3851,270.6992,335.7304,314.708,40.8388,351.2375,296.7384,58.2335,238.2335
Jan 25 2022 4:00 pm,305.6516,300.5565,281.3589,270.8202,335.7679,314.7278,40.8398,351.2423,296.7438,58.2247,238.2247
Jan 25 2022 8:00 pm,305.821,300.3537,281.334,270.9412,335.8054,314.7477,40.8409,351.247,296.7493,58.2159,238.2159
Jan 26 2022 0:00 am,305.9905,300.153,281.3102,271.0622,335.843,314.7675,40.8419,351.2518,296.7548,58.207,238.207
Jan 26 2022 4:00 am,306.16,299.9543,281.2875,271.1833,335.8806,314.7873,40.843,351.2566,296.7602,58.1982,238.1982
Jan 26 2022 8:00 am,306.3294,299.7578,281.266,271.3044,335.9183,314.8072,40.8441,351.2614,296.7657,58.1894,238.1894
Jan 26 2022 12:00 pm,306.4989,299.5638,281.2457,271.4255,335.9559,314.827,40.8452,351.2663,296.7711,58.1806,238.1806
Jan 26 2022 4:00 pm,306.6683,299.3722,281.2266,271.5466,335.9936,314.8469,40.8464,351.2711,296.7765,58.1717,238.1717
Jan 26 2022 8:00 pm,306.8378,299.1832,281.2086,271.6677,336.0313,314.8667,40.8476,351.2759,296.782,58.1629,238.1629
Jan 27 2022 0:00 am,307.0072,298.997,281.1917,271.7889,336.069,314.8866,40.8488,351.2808,296.7874,58.1541,238.1541
Jan 27 2022 4:00 am,307.1766,298.8136,281.1761,271.91,336.1068,314.9065,40.85,351.2857,296.7929,58.1453,238.1453
Jan 27 2022 8:00 am,307.3461,298.6332,281.1616,272.0312,336.1446,314.9263,40.8513,351.2905,296.7983,58.1365,238.1365
Jan 27 2022 12:00 pm,307.5155,298.4558,281.1482,272.1524,336.1824,314.9462,40.8526,351.2954,296.8037,58.1276,238.1276
Jan 27 2022 4:00 pm,307.6849,298.2815,281.136,272.2737,336.2202,314.9661,40.8539,351.3003,296.8092,58.1188,238.1188
Jan 27 2022 8:00 pm,307.8543,298.1105,281.1249,272.3949,336.2581,314.986,40.8552,351.3052,296.8146,58.11,238.11
Jan 28 2022 0:00 am,308.0238,297.9428,281.115,272.5161,336.2959,315.0059,40.8566,351.3101,296.82,58.1012,238.1012
Jan 28 2022 4:00 am,308.1932,297.7785,281.1063,272.6374,336.3338,315.0258,40.8579,351.3151,296.8255,58.0924,238.0924
Jan 28 2022 8:00 am,308.3626,297.6176,281.0987,272.7587,336.3718,315.0457,40.8593,351.32,296.8309,58.0835,238.0835
Jan 28 2022 12:00 pm,308.532,297.4603,281.0922,272.88,336.4097,315.0656,40.8608,351.325,296.8363,58.0747,238.0747
Jan 28 2022 4:00 pm,308.7014,297.3066,281.0869,273.0013,336.4477,315.0855,40.8622,351.3299,296.8417,58.0659,238.0659
Jan 28 2022 8:00 pm,308.8708,297.1566,281.0827,273.1227,336.4857,315.1055,40.8637,351.3349,296.8472,58.0571,238.0571
Jan 29 2022 0:00 am,309.0402,297.0103,281.0797,273.244,336.5237,315.1254,40.8652,351.3399,296.8526,58.0483,238.0483
Jan 29 2022 4:00 am,309.2095,296.8677,281.0778,273.3654,336.5617,315.1453,40.8667,351.3449,296.858,58.0394,238.0394
Jan 29 2022 8:00 am,309.3789,296.729,281.077,273.4868,336.5998,315.1653,40.8683,351.3499,296.8634,58.0306,238.0306
Jan 29 2022 12:00 pm,309.5483,296.5941,281.0773,273.6082,336.6379,315.1852,40.8699,351.3549,296.8688,58.0218,238.0218
Jan 29 2022 4:00 pm,309.7177,296.4631,281.0788,273.7296,336.676,315.2051,40.8715,351.3599,296.8742,58.013,238.013
Jan 29 2022 8:00 pm,309.887,296.3361,281.0814,273.8511,336.7141,315.2251,40.8731,351.365,296.8796,58.0042,238.0042
Jan 30 2022 0:00 am,310.0564,296.213,281.0851,273.9725,336.7523,315.245,40.8748,351.37,296.885,57.9954,237.9954
Jan 30 2022 4:00 am,310.2257,296.0939,281.0899,274.094,336.7905,315.265,40.8764,351.3751,296.8904,57.9865,237.9865
Jan 30 2022 8:00 am,310.3951,295.9789,281.0959,274.2155,336.8287,315.2849,40.8781,351.3801,296.8958,57.9777,237.9777
Jan 30 2022 12:00 pm,310.5644,295.8678,281.1029,274.337,336.8669,315.3049,40.8799,351.3852,296.9012,57.9689,237.9689
Jan 30 2022 4:00 pm,310.7337,295.7608,281.1111,274.4585,336.9051,315.3249,40.8816,351.3903,296.9066,57.9601,237.9601
Jan 30 2022 8:00 pm,310.9031,295.6578,281.1203,274.58,336.9434,315.3448,40.8834,351.3954,296.912,57.9513,237.9513
Jan 31 2022 0:00 am,311.0724,295.5589,281.1307,274.7016,336.9817,315.3648,40.8852,351.4005,296.9174,57.9424,237.9424
Jan 31 2022 4:00 am,311.2417,295.4641,281.1421,274.8232,337.02,315.3848,40.887,351.4056,296.9228,57.9336,237.9336
Jan 31 2022 8:00 am,311.411,295.3733,281.1546,274.9447,337.0583,315.4047,40.8888,351.4107,296.9281,57.9248,237.9248
Jan 31 2022 12:00 pm,311.5803,295.2866,281.1682,275.0663,337.0966,315.4247,40.8907,351.4159,296.9335,57.916,237.916
Jan 31 2022 4:00 pm,311.7496,295.204,281.1829,275.1879,337.135,315.4447,40.8926,351.421,296.9389,57.9072,237.9072
Jan 31 2022 8:00 pm,311.9189,295.1254,281.1987,275.3096,337.1734,315.4647,40.8945,351.4261,296.9442,57.8983,237.8983
Feb 1 2022 0:00 am,312.0881,295.0508,281.2155,275.4312,337.2118,315.4846,40.8964,351.4313,296.9496,57.8895,237.8895
Feb 1 2022 4:00 am,312.2574,294.9803,281.2335,275.5529,337.2502,315.5046,40.8984,351.4365,296.955,57.8807,237.8807
Feb 1 2022 8:00 am,312.4266,294.9138,281.2524,275.6745,337.2887,315.5246,40.9004,351.4416,296.9603,57.8719,237.8719
Feb 1 2022 12:00 pm,312.5959,294.8514,281.2725,275.7962,337.3271,315.5446,40.9024,351.4468,296.9657,57.8631,237.8631
Feb 1 2022 4:00 pm,312.7651,294.7929,281.2935,275.9179,337.3656,315.5646,40.9044,351.452,296.971,57.8542,237.8542
Feb 1 2022 8:00 pm,312.9344,294.7383,281.3157,276.0396,337.4041,315.5845,40.9065,351.4572,296.9763,57.8454,237.8454
Feb 2 2022 0:00 am,313.1036,294.6877,281.3389,276.1614,337.4426,315.6045,40.9086,351.4624,296.9817,57.8366,237.8366
Feb 2 2022 4:00 am,313.2728,294.6411,281.3631,276.2831,337.4812,315.6245,40.9107,351.4677,296.987,57.8278,237.8278
Feb 2 2022 8:00 am,313.442,294.5983,281.3884,276.4049,337.5198,315.6445,40.9128,351.4729,296.9923,57.8189,237.8189
Feb 2 2022 12:00 pm,313.6112,294.5594,281.4146,276.5266,337.5583,315.6645,40.9149,351.4781,296.9977,57.8101,237.8101
Feb 2 2022 4:00 pm,313.7804,294.5243,281.442,276.6484,337.5969,315.6845,40.9171,351.4834,297.003,57.8013,237.8013
Feb 2 2022 8:00 pm,313.9495,294.493,281.4703,276.7702,337.6356,315.7045,40.9193,351.4886,297.0083,57.7925,237.7925
Feb 3 2022 0:00 am,314.1187,294.4656,281.4997,276.892,337.6742,315.7245,40.9215,351.4939,297.0136,57.7836,237.7836
Feb 3 2022 4:00 am,314.2878,294.4418,281.5301,277.0139,337.7128,315.7445,40.9238,351.4992,297.0189,57.7748,237.7748
Feb 3 2022 8:00 am,314.457,294.4218,281.5614,277.1357,337.7515,315.7645,40.926,351.5044,297.0242,57.766,237.766
